patient;data_format;num_trees;max_depth;f1 macro avg
chb13;21x14;003;:;0.39
chb13;21x14;005;:;0.44
chb13;21x14;007;:;0.50
chb13;21x14;009;:;0.58
chb13;21x14;003;:;0.41
chb13;21x14;005;:;0.46
chb13;21x14;007;:;0.51
chb13;21x14;009;:;0.61
chb13;21x14;003;:;0.41
chb13;21x14;005;:;0.47
chb13;21x14;007;:;0.54
chb13;21x14;009;:;0.64
chb13;21x14;003;:;0.43
chb13;21x14;005;:;0.51
chb13;21x14;007;:;0.60
chb13;21x14;009;:;0.71
chb13;21x14;003;:;0.45
chb13;21x14;005;:;0.56
chb13;21x14;007;:;0.69
chb13;21x14;009;:;0.76
chb13;pca136;003;:;0.35
chb13;pca136;005;:;0.39
chb13;pca136;007;:;0.47
chb13;pca136;009;:;0.56
chb13;pca136;003;:;0.36
chb13;pca136;005;:;0.40
chb13;pca136;007;:;0.50
chb13;pca136;009;:;0.60
chb13;pca136;003;:;0.38
chb13;pca136;005;:;0.42
chb13;pca136;007;:;0.54
chb13;pca136;009;:;0.65
chb13;pca136;003;:;0.39
chb13;pca136;005;:;0.47
chb13;pca136;007;:;0.62
chb13;pca136;009;:;0.74
chb13;pca136;003;:;0.41
chb13;pca136;005;:;0.54
chb13;pca136;007;:;0.71
chb13;pca136;009;:;0.90
