patient;data_format;num_trees;max_depth;f1 macro avg
chb09;pca136;0100;003;0.52
chb09;pca136;0100;005;0.57
chb09;pca136;0100;007;0.58
chb09;pca136;0100;009;0.67
chb09;pca136;0100;011;0.68
chb09;pca136;0200;003;0.41
chb09;pca136;0200;005;0.53
chb09;pca136;0200;007;0.58
chb09;pca136;0200;009;0.61
chb09;pca136;0200;011;0.62
chb09;pca136;0300;003;0.42
chb09;pca136;0300;005;0.54
chb09;pca136;0300;007;0.61
chb09;pca136;0300;009;0.55
chb09;pca136;0300;011;0.67
chb09;pca136;0500;003;0.41
chb09;pca136;0500;005;0.56
chb09;pca136;0500;007;0.64
chb09;pca136;0500;009;0.65
chb09;pca136;0500;011;0.65
chb09;pca136;0700;003;0.37
chb09;pca136;0700;005;0.52
chb09;pca136;0700;007;0.57
chb09;pca136;0700;009;0.63
chb09;pca136;0700;011;0.61
chb09;pca136;1000;003;0.44
chb09;pca136;1000;005;0.53
chb09;pca136;1000;007;0.58
chb09;pca136;1000;009;0.62
chb09;pca136;1000;011;0.60
