patient;data_format;num_trees;max_depth;f1 macro avg
chb07;pca136;0100;003;0.83
chb07;pca136;0100;005;0.77
chb07;pca136;0100;007;0.78
chb07;pca136;0100;009;0.69
chb07;pca136;0100;011;0.78
chb07;pca136;0200;003;0.80
chb07;pca136;0200;005;0.81
chb07;pca136;0200;007;0.70
chb07;pca136;0200;009;0.72
chb07;pca136;0200;011;0.65
chb07;pca136;0300;003;0.83
chb07;pca136;0300;005;0.72
chb07;pca136;0300;007;0.78
chb07;pca136;0300;009;0.77
chb07;pca136;0300;011;0.76
chb07;pca136;0500;003;0.75
chb07;pca136;0500;005;0.79
chb07;pca136;0500;007;0.62
chb07;pca136;0500;009;0.67
chb07;pca136;0500;011;0.72
chb07;pca136;0700;003;0.76
chb07;pca136;0700;005;0.77
chb07;pca136;0700;007;0.70
chb07;pca136;0700;009;0.70
chb07;pca136;0700;011;0.76
chb07;pca136;1000;003;0.73
chb07;pca136;1000;005;0.73
chb07;pca136;1000;007;0.79
chb07;pca136;1000;009;0.69
chb07;pca136;1000;011;0.69
