patient;data_format;num_trees;max_depth;f1 macro avg
chb17;pca136;0100;003;0.73
chb17;pca136;0100;005;0.98
chb17;pca136;0100;007;0.91
chb17;pca136;0100;009;0.80
chb17;pca136;0100;011;0.90
chb17;pca136;0200;003;1.00
chb17;pca136;0200;005;0.86
chb17;pca136;0200;007;1.00
chb17;pca136;0200;009;0.80
chb17;pca136;0200;011;0.80
chb17;pca136;0300;003;0.74
chb17;pca136;0300;005;0.77
chb17;pca136;0300;007;0.79
chb17;pca136;0300;009;0.98
chb17;pca136;0300;011;0.99
chb17;pca136;0500;003;0.99
chb17;pca136;0500;005;0.82
chb17;pca136;0500;007;0.82
chb17;pca136;0500;009;0.80
chb17;pca136;0500;011;0.91
chb17;pca136;0700;003;0.96
chb17;pca136;0700;005;0.80
chb17;pca136;0700;007;0.92
chb17;pca136;0700;009;0.82
chb17;pca136;0700;011;0.92
chb17;pca136;1000;003;0.71
chb17;pca136;1000;005;0.77
chb17;pca136;1000;007;0.89
chb17;pca136;1000;009;0.99
chb17;pca136;1000;011;0.99
