patient;data_format;num_trees;max_depth;f1 macro avg
chb10;21x14;003;:;0.35
chb10;21x14;005;:;0.40
chb10;21x14;007;:;0.43
chb10;21x14;009;:;0.47
chb10;21x14;003;:;0.35
chb10;21x14;005;:;0.40
chb10;21x14;007;:;0.44
chb10;21x14;009;:;0.49
chb10;21x14;003;:;0.35
chb10;21x14;005;:;0.42
chb10;21x14;007;:;0.46
chb10;21x14;009;:;0.53
chb10;21x14;003;:;0.36
chb10;21x14;005;:;0.43
chb10;21x14;007;:;0.50
chb10;21x14;009;:;0.63
chb10;21x14;003;:;0.38
chb10;21x14;005;:;0.46
chb10;21x14;007;:;0.56
chb10;21x14;009;:;0.72
chb10;pca136;003;:;0.31
chb10;pca136;005;:;0.34
chb10;pca136;007;:;0.37
chb10;pca136;009;:;0.41
chb10;pca136;003;:;0.31
chb10;pca136;005;:;0.35
chb10;pca136;007;:;0.38
chb10;pca136;009;:;0.43
chb10;pca136;003;:;0.32
chb10;pca136;005;:;0.36
chb10;pca136;007;:;0.40
chb10;pca136;009;:;0.47
chb10;pca136;003;:;0.33
chb10;pca136;005;:;0.37
chb10;pca136;007;:;0.43
chb10;pca136;009;:;0.59
chb10;pca136;003;:;0.34
chb10;pca136;005;:;0.39
chb10;pca136;007;:;0.50
chb10;pca136;009;:;0.70
