codebook size;format;pca;K;f1 macro avg;running time
0000;21x14;003;0.99;107.253
0000;21x14;005;0.99;108.538
0000;21x14;007;0.98;108.071
0000;21x14;009;0.98;105.694
0000;21x14;011;0.97;109.489
0000;21x14;013;0.97;108.629
0000;pca136;003;0.99;66.819
0000;pca136;005;0.98;67.869
0000;pca136;007;0.98;68.803
0000;pca136;009;0.97;70.429
0000;pca136;011;0.97;69.334
0000;pca136;013;0.96;69.550
0100;21x14;003;0.59;46.302
0100;21x14;005;0.49;46.575
0100;21x14;007;0.48;46.535
0100;21x14;009;0.48;46.795
0100;21x14;011;0.48;47.307
0100;21x14;013;0.48;46.981
0100;pca136;003;0.53;33.192
0100;pca136;005;0.49;33.391
0100;pca136;007;0.48;33.615
0100;pca136;009;0.48;33.866
0100;pca136;011;0.47;34.213
0100;pca136;013;0.47;34.185
0200;21x14;003;0.73;88.752
0200;21x14;005;0.64;89.159
0200;21x14;007;0.49;89.082
0200;21x14;009;0.49;89.474
0200;21x14;011;0.49;89.554
0200;21x14;013;0.49;89.492
0200;pca136;003;0.62;107.542
0200;pca136;005;0.60;107.496
0200;pca136;007;0.54;108.041
0200;pca136;009;0.49;108.035
0200;pca136;011;0.49;108.114
0200;pca136;013;0.49;108.148
0300;21x14;003;0.76;213.201
0300;21x14;005;0.68;213.302
0300;21x14;007;0.49;213.311
0300;21x14;009;0.49;213.750
0300;21x14;011;0.49;213.677
0300;21x14;013;0.49;213.611
0300;pca136;003;0.79;148.032
0300;pca136;005;0.59;148.229
0300;pca136;007;0.49;148.383
0300;pca136;009;0.49;148.476
0300;pca136;011;0.49;148.770
0300;pca136;013;0.49;149.378
