codebook size;format;pca;band width;f1 macro avg;running time
0000;21x14;0.100;1.00;32.150
0000;21x14;0.200;1.00;28.399
0000;21x14;0.500;1.00;27.809
0000;21x14;1.000;1.00;29.136
0000;21x14;2.000;1.00;28.161
0000;pca136;0.100;1.00;20.756
0000;pca136;0.200;1.00;17.181
0000;pca136;0.500;1.00;16.800
0000;pca136;1.000;1.00;16.027
0000;pca136;2.000;0.68;16.774
0100;21x14;0.100;0.01;13.096
0100;21x14;0.200;0.30;12.869
0100;21x14;0.500;0.75;12.988
0100;21x14;1.000;0.75;12.941
0100;21x14;2.000;0.66;12.909
0100;pca136;0.100;0.18;9.234
0100;pca136;0.200;0.57;9.155
0100;pca136;0.500;0.76;9.210
0100;pca136;1.000;0.70;9.159
0100;pca136;2.000;0.58;9.093
0200;21x14;0.100;0.01;24.392
0200;21x14;0.200;0.33;24.229
0200;21x14;0.500;0.85;24.380
0200;21x14;1.000;0.82;24.397
0200;21x14;2.000;0.68;24.363
0200;pca136;0.100;0.23;21.587
0200;pca136;0.200;0.61;21.591
0200;pca136;0.500;0.79;21.635
0200;pca136;1.000;0.68;21.590
0200;pca136;2.000;0.53;21.579
0300;21x14;0.100;0.02;40.925
0300;21x14;0.200;0.35;41.127
0300;21x14;0.500;0.87;41.063
0300;21x14;1.000;0.83;40.970
0300;21x14;2.000;0.66;40.913
0300;pca136;0.100;0.25;46.853
0300;pca136;0.200;0.65;46.992
0300;pca136;0.500;0.85;46.894
0300;pca136;1.000;0.71;46.918
0300;pca136;2.000;0.53;46.804
