codebook size;format;pca;band width;f1 macro avg;running time
0000;21x14;0.100;1.00;216.233
0000;21x14;0.200;1.00;207.704
0000;21x14;0.500;1.00;210.833
0000;21x14;1.000;1.00;208.252
0000;21x14;2.000;1.00;212.704
0000;pca136;0.100;1.00;112.427
0000;pca136;0.200;1.00;111.755
0000;pca136;0.500;1.00;112.902
0000;pca136;1.000;1.00;108.969
0000;pca136;2.000;1.00;110.654
0100;21x14;0.100;0.05;39.166
0100;21x14;0.200;0.36;39.170
0100;21x14;0.500;0.59;39.052
0100;21x14;1.000;0.75;38.979
0100;21x14;2.000;0.75;39.154
0100;pca136;0.100;0.09;37.395
0100;pca136;0.200;0.40;37.106
0100;pca136;0.500;0.59;37.355
0100;pca136;1.000;0.71;37.263
0100;pca136;2.000;0.72;37.007
0200;21x14;0.100;0.07;98.698
0200;21x14;0.200;0.40;97.132
0200;21x14;0.500;0.69;97.074
0200;21x14;1.000;0.92;97.165
0200;21x14;2.000;0.90;97.144
0200;pca136;0.100;0.09;91.731
0200;pca136;0.200;0.42;89.842
0200;pca136;0.500;0.67;90.012
0200;pca136;1.000;0.82;89.958
0200;pca136;2.000;0.80;89.833
0300;21x14;0.100;0.08;208.928
0300;21x14;0.200;0.41;206.283
0300;21x14;0.500;0.79;206.568
0300;21x14;1.000;0.95;206.445
0300;21x14;2.000;0.93;206.324
0300;pca136;0.100;0.12;116.674
0300;pca136;0.200;0.44;114.789
0300;pca136;0.500;0.79;114.767
0300;pca136;1.000;0.92;115.023
0300;pca136;2.000;0.88;114.797
