codebook size;format;pca;K;f1 macro avg;running time
0000;21x14;003;0.93;26.148
0000;21x14;005;0.87;24.916
0000;21x14;007;0.85;24.987
0000;21x14;009;0.82;24.707
0000;21x14;011;0.83;25.235
0000;21x14;013;0.82;24.885
0000;pca136;003;0.91;20.550
0000;pca136;005;0.87;18.715
0000;pca136;007;0.84;17.923
0000;pca136;009;0.83;18.905
0000;pca136;011;0.82;19.250
0000;pca136;013;0.82;18.853
0100;21x14;003;0.79;9.794
0100;21x14;005;0.76;9.724
0100;21x14;007;0.77;9.905
0100;21x14;009;0.76;9.919
0100;21x14;011;0.64;9.858
0100;21x14;013;0.51;9.923
0100;pca136;003;0.78;6.954
0100;pca136;005;0.76;6.938
0100;pca136;007;0.76;7.061
0100;pca136;009;0.71;6.933
0100;pca136;011;0.68;7.024
0100;pca136;013;0.70;7.293
0200;21x14;003;0.74;25.578
0200;21x14;005;0.67;25.644
0200;21x14;007;0.63;25.864
0200;21x14;009;0.61;25.683
0200;21x14;011;0.58;25.735
0200;21x14;013;0.55;25.865
0200;pca136;003;0.70;18.009
0200;pca136;005;0.66;18.003
0200;pca136;007;0.62;18.253
0200;pca136;009;0.56;18.122
0200;pca136;011;0.53;18.065
0200;pca136;013;0.51;18.211
0300;21x14;003;0.79;35.473
0300;21x14;005;0.73;35.607
0300;21x14;007;0.71;35.747
0300;21x14;009;0.66;35.799
0300;21x14;011;0.65;35.805
0300;21x14;013;0.64;35.951
0300;pca136;003;0.73;32.825
0300;pca136;005;0.70;33.082
0300;pca136;007;0.66;33.207
0300;pca136;009;0.60;33.234
0300;pca136;011;0.57;33.285
0300;pca136;013;0.55;33.323
