patient;data_format;num_trees;max_depth;f1 macro avg
chb16;pca136;0100;003;0.26
chb16;pca136;0100;005;0.61
chb16;pca136;0100;007;0.67
chb16;pca136;0100;009;0.62
chb16;pca136;0100;011;0.85
chb16;pca136;0200;003;0.89
chb16;pca136;0200;005;0.34
chb16;pca136;0200;007;0.63
chb16;pca136;0200;009;0.63
chb16;pca136;0200;011;0.60
chb16;pca136;0300;003;0.42
chb16;pca136;0300;005;0.36
chb16;pca136;0300;007;0.53
chb16;pca136;0300;009;0.96
chb16;pca136;0300;011;0.71
chb16;pca136;0500;003;0.32
chb16;pca136;0500;005;0.56
chb16;pca136;0500;007;0.74
chb16;pca136;0500;009;0.83
chb16;pca136;0500;011;0.79
chb16;pca136;0700;003;0.24
chb16;pca136;0700;005;0.67
chb16;pca136;0700;007;0.78
chb16;pca136;0700;009;0.67
chb16;pca136;0700;011;0.62
chb16;pca136;1000;003;0.24
chb16;pca136;1000;005;0.59
chb16;pca136;1000;007;0.95
chb16;pca136;1000;009;0.73
chb16;pca136;1000;011;0.87
