codebook size;format;pca;K;f1 macro avg;running time
0000;21x14;003;0.90;50.130
0000;21x14;005;0.86;48.810
0000;21x14;007;0.83;49.410
0000;21x14;009;0.81;48.471
0000;21x14;011;0.80;47.455
0000;21x14;013;0.79;49.399
0000;pca136;003;0.89;33.762
0000;pca136;005;0.85;33.175
0000;pca136;007;0.81;31.697
0000;pca136;009;0.78;32.530
0000;pca136;011;0.77;32.937
0000;pca136;013;0.75;33.561
0100;21x14;003;0.35;32.253
0100;21x14;005;0.38;32.248
0100;21x14;007;0.35;32.618
0100;21x14;009;0.36;32.519
0100;21x14;011;0.33;32.588
0100;21x14;013;0.29;32.770
0100;pca136;003;0.32;19.273
0100;pca136;005;0.33;19.181
0100;pca136;007;0.29;19.281
0100;pca136;009;0.28;19.355
0100;pca136;011;0.24;19.521
0100;pca136;013;0.16;19.617
0200;21x14;003;0.45;59.919
0200;21x14;005;0.46;59.822
0200;21x14;007;0.41;59.817
0200;21x14;009;0.40;59.955
0200;21x14;011;0.35;60.102
0200;21x14;013;0.33;60.625
0200;pca136;003;0.39;36.588
0200;pca136;005;0.39;36.795
0200;pca136;007;0.33;36.901
0200;pca136;009;0.32;36.825
0200;pca136;011;0.29;36.952
0200;pca136;013;0.26;36.921
0300;21x14;003;0.51;62.478
0300;21x14;005;0.48;62.398
0300;21x14;007;0.45;62.126
0300;21x14;009;0.42;62.479
0300;21x14;011;0.38;62.678
0300;21x14;013;0.37;62.373
0300;pca136;003;0.45;57.193
0300;pca136;005;0.42;57.276
0300;pca136;007;0.39;57.129
0300;pca136;009;0.37;57.421
0300;pca136;011;0.34;57.519
0300;pca136;013;0.33;57.460
