codebook size;format;pca;band width;f1 macro avg;running time
0000;21x14;0.100;1.00;33.211
0000;21x14;0.200;1.00;30.281
0000;21x14;0.500;1.00;29.082
0000;21x14;1.000;1.00;30.843
0000;21x14;2.000;0.99;29.761
0000;pca136;0.100;1.00;19.631
0000;pca136;0.200;1.00;16.478
0000;pca136;0.500;1.00;16.514
0000;pca136;1.000;1.00;16.316
0000;pca136;2.000;0.72;16.187
0100;21x14;0.100;0.01;17.343
0100;21x14;0.200;0.23;17.356
0100;21x14;0.500;0.59;17.299
0100;21x14;1.000;0.57;17.293
0100;21x14;2.000;0.48;17.329
0100;pca136;0.100;0.04;8.532
0100;pca136;0.200;0.46;8.556
0100;pca136;0.500;0.60;8.454
0100;pca136;1.000;0.53;8.621
0100;pca136;2.000;0.44;8.575
0200;21x14;0.100;0.01;31.951
0200;21x14;0.200;0.28;31.710
0200;21x14;0.500;0.87;31.750
0200;21x14;1.000;0.88;31.775
0200;21x14;2.000;0.88;31.702
0200;pca136;0.100;0.06;23.751
0200;pca136;0.200;0.51;23.666
0200;pca136;0.500;0.79;23.556
0200;pca136;1.000;0.79;23.616
0200;pca136;2.000;0.67;23.575
0300;21x14;0.100;0.01;42.815
0300;21x14;0.200;0.30;42.808
0300;21x14;0.500;0.92;42.724
0300;21x14;1.000;0.92;42.664
0300;21x14;2.000;0.90;42.749
0300;pca136;0.100;0.08;28.537
0300;pca136;0.200;0.52;28.528
0300;pca136;0.500;0.82;28.472
0300;pca136;1.000;0.81;28.482
0300;pca136;2.000;0.64;28.497
