codebook size;format;pca;band width;f1 macro avg;running time
0000;21x14;0.100;1.00;81.145
0000;21x14;0.200;1.00;79.008
0000;21x14;0.500;1.00;79.223
0000;21x14;1.000;1.00;77.834
0000;21x14;2.000;0.87;78.393
0000;pca136;0.100;1.00;43.853
0000;pca136;0.200;1.00;42.266
0000;pca136;0.500;1.00;42.784
0000;pca136;1.000;0.97;41.788
0000;pca136;2.000;0.49;41.624
0100;21x14;0.100;0.02;25.666
0100;21x14;0.200;0.30;25.942
0100;21x14;0.500;0.44;25.903
0100;21x14;1.000;0.44;26.118
0100;21x14;2.000;0.42;25.864
0100;pca136;0.100;0.20;19.836
0100;pca136;0.200;0.33;19.724
0100;pca136;0.500;0.39;19.880
0100;pca136;1.000;0.38;20.628
0100;pca136;2.000;0.30;19.841
0200;21x14;0.100;0.02;48.743
0200;21x14;0.200;0.35;48.184
0200;21x14;0.500;0.50;47.081
0200;21x14;1.000;0.48;47.351
0200;21x14;2.000;0.42;47.089
0200;pca136;0.100;0.23;42.312
0200;pca136;0.200;0.40;42.304
0200;pca136;0.500;0.46;42.039
0200;pca136;1.000;0.43;42.280
0200;pca136;2.000;0.31;42.130
0300;21x14;0.100;0.03;74.885
0300;21x14;0.200;0.37;74.543
0300;21x14;0.500;0.53;73.911
0300;21x14;1.000;0.51;73.735
0300;21x14;2.000;0.43;74.000
0300;pca136;0.100;0.26;55.101
0300;pca136;0.200;0.43;54.118
0300;pca136;0.500;0.49;54.347
0300;pca136;1.000;0.45;53.928
0300;pca136;2.000;0.31;54.382
