patient;data_format;num_trees;max_depth;f1 macro avg
chb02;pca136;0100;003;0.80
chb02;pca136;0100;005;0.76
chb02;pca136;0100;007;0.94
chb02;pca136;0100;009;0.73
chb02;pca136;0100;011;0.76
chb02;pca136;0200;003;0.68
chb02;pca136;0200;005;0.99
chb02;pca136;0200;007;0.99
chb02;pca136;0200;009;0.78
chb02;pca136;0200;011;0.72
chb02;pca136;0300;003;0.88
chb02;pca136;0300;005;0.67
chb02;pca136;0300;007;0.73
chb02;pca136;0300;009;0.94
chb02;pca136;0300;011;0.60
chb02;pca136;0500;003;0.90
chb02;pca136;0500;005;0.70
chb02;pca136;0500;007;0.80
chb02;pca136;0500;009;0.95
chb02;pca136;0500;011;0.70
chb02;pca136;0700;003;0.83
chb02;pca136;0700;005;0.71
chb02;pca136;0700;007;0.99
chb02;pca136;0700;009;0.93
chb02;pca136;0700;011;0.95
chb02;pca136;1000;003;0.84
chb02;pca136;1000;005;0.79
chb02;pca136;1000;007;0.72
chb02;pca136;1000;009;0.75
chb02;pca136;1000;011;0.79
