codebook size;format;pca;band width;f1 macro avg;running time
0000;21x14;0.100;1.00;30.185
0000;21x14;0.200;1.00;26.799
0000;21x14;0.500;1.00;26.683
0000;21x14;1.000;1.00;27.217
0000;21x14;2.000;1.00;26.698
0000;pca136;0.100;1.00;19.737
0000;pca136;0.200;1.00;16.655
0000;pca136;0.500;1.00;16.312
0000;pca136;1.000;1.00;15.925
0000;pca136;2.000;0.88;16.435
0100;21x14;0.100;0.02;11.818
0100;21x14;0.200;0.32;11.661
0100;21x14;0.500;0.70;11.732
0100;21x14;1.000;0.71;11.682
0100;21x14;2.000;0.70;11.699
0100;pca136;0.100;0.09;9.488
0100;pca136;0.200;0.57;9.425
0100;pca136;0.500;0.71;9.501
0100;pca136;1.000;0.70;9.464
0100;pca136;2.000;0.68;9.253
0200;21x14;0.100;0.02;17.585
0200;21x14;0.200;0.35;17.583
0200;21x14;0.500;0.74;17.407
0200;21x14;1.000;0.74;17.707
0200;21x14;2.000;0.72;17.389
0200;pca136;0.100;0.10;14.837
0200;pca136;0.200;0.60;14.755
0200;pca136;0.500;0.74;14.805
0200;pca136;1.000;0.73;14.845
0200;pca136;2.000;0.68;14.974
0300;21x14;0.100;0.02;24.941
0300;21x14;0.200;0.35;24.858
0300;21x14;0.500;0.76;25.081
0300;21x14;1.000;0.75;24.778
0300;21x14;2.000;0.73;24.852
0300;pca136;0.100;0.11;20.624
0300;pca136;0.200;0.61;20.630
0300;pca136;0.500;0.75;20.751
0300;pca136;1.000;0.74;20.615
0300;pca136;2.000;0.66;20.533
