patient;data_format;num_trees;max_depth;f1 macro avg
chb12;21x14;003;:;0.45
chb12;21x14;005;:;0.49
chb12;21x14;007;:;0.52
chb12;21x14;009;:;0.58
chb12;21x14;003;:;0.46
chb12;21x14;005;:;0.50
chb12;21x14;007;:;0.54
chb12;21x14;009;:;0.60
chb12;21x14;003;:;0.47
chb12;21x14;005;:;0.51
chb12;21x14;007;:;0.57
chb12;21x14;009;:;0.64
chb12;21x14;003;:;0.49
chb12;21x14;005;:;0.53
chb12;21x14;007;:;0.62
chb12;21x14;009;:;0.70
chb12;21x14;003;:;0.51
chb12;21x14;005;:;0.57
chb12;21x14;007;:;0.67
chb12;21x14;009;:;0.75
chb12;pca136;003;:;0.43
chb12;pca136;005;:;0.47
chb12;pca136;007;:;0.50
chb12;pca136;009;:;0.55
chb12;pca136;003;:;0.44
chb12;pca136;005;:;0.47
chb12;pca136;007;:;0.51
chb12;pca136;009;:;0.58
chb12;pca136;003;:;0.45
chb12;pca136;005;:;0.49
chb12;pca136;007;:;0.54
chb12;pca136;009;:;0.63
chb12;pca136;003;:;0.47
chb12;pca136;005;:;0.51
chb12;pca136;007;:;0.59
chb12;pca136;009;:;0.70
chb12;pca136;003;:;0.48
chb12;pca136;005;:;0.55
chb12;pca136;007;:;0.66
chb12;pca136;009;:;0.78
