codebook size;format;pca;K;f1 macro avg;running time
0000;21x14;003;0.98;51.227
0000;21x14;005;0.97;49.602
0000;21x14;007;0.97;50.475
0000;21x14;009;0.96;51.511
0000;21x14;011;0.96;51.201
0000;21x14;013;0.95;52.162
0000;pca136;003;0.98;34.037
0000;pca136;005;0.97;33.329
0000;pca136;007;0.96;33.402
0000;pca136;009;0.95;34.707
0000;pca136;011;0.94;33.812
0000;pca136;013;0.93;34.508
0100;21x14;003;0.83;33.011
0100;21x14;005;0.77;32.938
0100;21x14;007;0.80;33.228
0100;21x14;009;0.82;33.194
0100;21x14;011;0.83;33.373
0100;21x14;013;0.81;33.464
0100;pca136;003;0.56;22.297
0100;pca136;005;0.50;22.292
0100;pca136;007;0.50;22.247
0100;pca136;009;0.50;22.367
0100;pca136;011;0.50;22.500
0100;pca136;013;0.50;22.493
0200;21x14;003;0.77;49.173
0200;21x14;005;0.73;49.509
0200;21x14;007;0.85;49.613
0200;21x14;009;0.85;49.315
0200;21x14;011;0.61;49.621
0200;21x14;013;0.61;49.601
0200;pca136;003;0.84;49.752
0200;pca136;005;0.83;49.811
0200;pca136;007;0.78;50.202
0200;pca136;009;0.74;49.760
0200;pca136;011;0.70;49.773
0200;pca136;013;0.62;50.251
0300;21x14;003;0.88;113.491
0300;21x14;005;0.88;113.628
0300;21x14;007;0.87;113.731
0300;21x14;009;0.84;113.690
0300;21x14;011;0.80;114.003
0300;21x14;013;0.78;113.788
0300;pca136;003;0.87;81.954
0300;pca136;005;0.81;81.761
0300;pca136;007;0.75;82.124
0300;pca136;009;0.71;81.894
0300;pca136;011;0.65;82.241
0300;pca136;013;0.60;82.156
