patient;data_format;num_trees;max_depth;f1 macro avg
chb24;21x14;003;:;0.39
chb24;21x14;005;:;0.48
chb24;21x14;007;:;0.55
chb24;21x14;009;:;0.62
chb24;21x14;003;:;0.41
chb24;21x14;005;:;0.50
chb24;21x14;007;:;0.58
chb24;21x14;009;:;0.65
chb24;21x14;003;:;0.44
chb24;21x14;005;:;0.53
chb24;21x14;007;:;0.62
chb24;21x14;009;:;0.68
chb24;21x14;003;:;0.49
chb24;21x14;005;:;0.57
chb24;21x14;007;:;0.66
chb24;21x14;009;:;0.72
chb24;21x14;003;:;0.53
chb24;21x14;005;:;0.61
chb24;21x14;007;:;0.70
chb24;21x14;009;:;0.76
chb24;pca136;003;:;0.33
chb24;pca136;005;:;0.38
chb24;pca136;007;:;0.47
chb24;pca136;009;:;0.57
chb24;pca136;003;:;0.34
chb24;pca136;005;:;0.40
chb24;pca136;007;:;0.50
chb24;pca136;009;:;0.61
chb24;pca136;003;:;0.36
chb24;pca136;005;:;0.44
chb24;pca136;007;:;0.55
chb24;pca136;009;:;0.67
chb24;pca136;003;:;0.39
chb24;pca136;005;:;0.49
chb24;pca136;007;:;0.62
chb24;pca136;009;:;0.73
chb24;pca136;003;:;0.42
chb24;pca136;005;:;0.56
chb24;pca136;007;:;0.70
chb24;pca136;009;:;0.80
