codebook size;format;pca;band width;f1 macro avg;running time
0000;21x14;0.100;1.00;24.750
0000;21x14;0.200;1.00;21.079
0000;21x14;0.500;1.00;20.766
0000;21x14;1.000;1.00;20.463
0000;21x14;2.000;0.85;20.142
0000;pca136;0.100;1.00;16.932
0000;pca136;0.200;1.00;12.489
0000;pca136;0.500;1.00;12.193
0000;pca136;1.000;1.00;12.673
0000;pca136;2.000;0.62;12.285
0100;21x14;0.100;0.02;12.619
0100;21x14;0.200;0.36;12.471
0100;21x14;0.500;0.50;12.512
0100;21x14;1.000;0.50;12.681
0100;21x14;2.000;0.44;12.429
0100;pca136;0.100;0.08;8.867
0100;pca136;0.200;0.35;8.680
0100;pca136;0.500;0.46;8.704
0100;pca136;1.000;0.44;8.556
0100;pca136;2.000;0.36;8.554
0200;21x14;0.100;0.03;19.027
0200;21x14;0.200;0.39;18.881
0200;21x14;0.500;0.56;19.275
0200;21x14;1.000;0.54;19.031
0200;21x14;2.000;0.44;18.937
0200;pca136;0.100;0.09;15.918
0200;pca136;0.200;0.39;15.829
0200;pca136;0.500;0.53;15.862
0200;pca136;1.000;0.49;15.800
0200;pca136;2.000;0.36;15.629
0300;21x14;0.100;0.36;23.563
0300;21x14;0.200;0.53;23.524
0300;21x14;0.500;0.69;23.610
0300;21x14;1.000;0.69;23.473
0300;21x14;2.000;0.60;23.540
0300;pca136;0.100;0.41;24.601
0300;pca136;0.200;0.50;24.655
0300;pca136;0.500;0.64;24.440
0300;pca136;1.000;0.63;24.366
0300;pca136;2.000;0.48;24.138
