5;0;0;5;7;0;433;0;24;1;0;0;3;36;347;0;0;0;3;13;0;354;1;2;1;2;0;1;508;1;4;0;2;0;0;0;0;0;0;15;2;0;0;0;0;0;0;13;0;4;3;0;3;0;3;0;0;0;292;453;2;0;0;0;10;1;4;0;1;11;0;4;2;6;0;0;4;0;0;0;0;451;0;0;1;0;0;0;2;0;0;0;1;476;309;0;4;1;537;294;0;463;1;6;2;0;0;14;8;4;35;13;1;0;0;0;0;6;0;0;0;1;1;408;288;1;0;9;0;0
18;967;2;0;0;0;0;0;0;1;0;0;0;1;0;0;1020;0;0;2;0;0;3;0;0;0;3;1;0;0;0;0;0;1;0;0;1484;0;0;0;0;0;0;0;0;3;3;10;1;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;0;2;1;0;0;0;0;0;602;15;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;30;1;1;0;0;2;0;3;3;7;0;0;0;0;1;5;1;0;0;0;0;1189;0;1309;0;0;0;8;0;0;1;1;0;0;1
13;5;1;0;0;0;7;3;7;364;292;1;3;3;0;0;9;1;313;1;0;0;2;10;0;0;19;7;6;6;4;2;1;284;298;3;7;1;0;0;0;1;4;1;1;14;337;6;0;7;1;269;1;0;0;0;0;0;3;5;0;2;0;340;0;0;236;1;4;19;3;2;4;264;2;0;1;0;4;10;11;1;2;2;0;0;2;1;332;2;352;0;250;9;0;380;3;331;4;1;16;2;4;0;13;2;2;0;6;6;140;8;5;0;2;0;16;262;9;0;0;265;1;0;4;0;0;0;11;286
24;1;0;4;13;405;1;2;1;2;2;0;451;33;1;0;4;10;2;4;0;0;422;32;13;6;3;14;2;12;238;0;1;3;6;2;4;433;5;56;15;452;4;4;0;34;3;1;0;5;0;1;402;3;5;429;0;0;0;2;0;1;0;8;1;14;3;4;2;260;4;1;10;5;356;7;2;1;5;19;22;0;0;3;1;2;41;1;3;50;2;8;7;0;0;14;10;6;0;0;4;0;299;6;23;414;0;0;43;305;24;0;322;5;201;1;1;9;0;2;0;0;3;0;1;8;10;1;3;1
2;9;93;0;0;0;0;1;12;0;0;368;0;3;0;518;6;171;0;2;484;0;0;0;0;0;4;2;0;0;0;324;0;1;0;2;7;0;37;0;0;0;0;44;318;3;0;6;8;0;6;13;0;11;0;0;518;444;0;0;2;3;313;0;1;0;0;30;382;26;1;266;1;0;0;0;3;0;1;114;1;0;0;25;0;19;0;1;0;0;1;0;0;0;2;0;0;0;0;0;1;0;1;0;1;0;447;2;2;2;85;12;0;9;1;0;9;25;16;0;201;0;192;0;1;1;223;2;0;0
3;3;0;249;255;1;5;0;14;0;0;0;49;18;0;0;3;5;0;448;0;0;14;6;306;420;0;4;3;5;104;1;2;0;0;6;0;0;1;157;4;3;0;1;1;0;0;8;2;2;1;2;20;10;350;5;0;0;0;3;0;0;0;0;16;334;0;0;2;161;0;1;2;0;1;268;4;319;2;3;4;1;0;3;2;0;25;1;0;51;0;300;0;0;0;3;2;0;0;5;0;1;35;250;5;0;1;0;236;18;56;6;6;0;11;0;1;1;0;404;4;0;4;1;0;372;4;1;0;0
0;6;0;1;18;0;1;0;483;0;0;0;0;7;5;1;0;0;0;1;1;1;0;0;6;1;0;2;6;0;2;1;459;1;0;434;3;0;0;0;0;0;0;0;1;0;0;539;453;1;534;2;0;0;3;0;0;0;6;9;420;0;0;0;351;6;0;0;1;3;0;0;0;0;0;0;667;3;7;0;0;1;0;0;0;0;3;0;0;2;0;6;0;0;5;0;1;0;2;18;0;3;0;7;1;0;0;342;9;1;75;564;0;0;0;0;0;4;3;4;2;1;0;2;3;20;0;393;0;0
0;10;90;2;0;0;1;581;0;1;0;1;0;8;0;2;5;24;0;6;4;0;0;0;1;0;407;0;0;0;0;23;0;0;0;0;18;2;27;0;0;0;1;21;1;492;0;0;0;7;0;19;0;6;0;0;6;3;0;0;0;489;7;2;0;0;1;16;16;10;1;36;3;4;0;0;0;0;10;294;0;0;740;13;359;9;0;514;4;0;1;0;10;0;0;3;0;0;1;4;690;0;1;0;1;0;6;0;0;0;76;0;0;32;1;537;17;5;31;0;6;0;88;0;0;0;54;0;401;3
441;7;14;12;98;9;0;0;5;1;0;1;9;80;3;0;6;5;0;25;2;1;8;316;23;10;11;445;1;274;16;18;0;0;1;1;6;4;9;31;401;11;473;4;2;1;2;3;0;359;0;3;7;4;4;18;3;3;1;4;0;2;2;1;3;10;0;4;0;88;320;4;422;4;7;1;0;10;17;19;401;1;0;4;0;6;131;1;0;208;1;7;2;1;0;1;391;1;0;0;2;1;39;11;367;9;0;0;4;6;36;3;4;6;35;0;3;5;8;13;6;0;4;0;2;17;2;2;0;0
5;2;496;2;0;2;1;16;1;1;0;8;3;5;1;4;4;388;0;0;17;2;9;0;4;0;57;3;0;4;0;68;0;0;1;1;4;11;300;1;1;1;0;549;11;12;0;0;0;1;0;1;8;258;1;11;6;5;2;3;1;12;23;0;1;3;1;531;113;24;6;238;1;3;1;0;0;0;2;210;3;0;3;357;8;423;9;16;0;7;0;0;1;1;0;0;0;0;3;6;14;2;14;0;11;7;17;1;0;0;45;0;1;434;1;21;3;6;8;1;64;0;549;1;1;4;437;0;9;0
