0.000000;1.000000;3.096994;449.614681;0.000000;4136.982258;1332.306067
5219.088468;0.000000;1108.840551;259.149201;0.000000;130.665364;24.256416
0.000000;0.000000;97.285134;1928.217613;0.000000;337.457101;3595.040152
0.001340;1.000000;198.694743;3134.742788;0.000000;1453.380733;1343.180396
0.381179;0.000000;1526.299294;3613.141077;0.000000;42.617698;659.560752
0.000000;0.000000;78.382493;3520.729788;0.000000;781.212493;1040.675226
0.000099;0.000000;10.931333;1994.691777;0.000000;2621.606073;1290.770718
8.121651;0.000000;3323.036541;2408.673501;0.000000;48.351426;476.816882
0.197833;0.000000;144.975395;3076.572032;1.000000;845.613247;1782.641494
0.873155;0.000000;3038.572345;2317.484825;0.000000;101.081210;490.988465
