1;0;0;301;0;31;0;301;3;355;1;0;0;408;4;0;8;0;0;0;16;0;3;2;0;0;0;329;1;0;354;5;380;0;330;0;0;9;0;463;0;396;1;0;0;2;4;381;3;407;0;0;0;4;1;0;6;0;0;12;0;296;8;3;3;0;0;18;352;2;4;0;1;0;2;378;0;1;4;2;2;312;0;5;3;0;1;0;4;0
1;0;1534;0;0;23;0;0;0;0;2;2;5;0;0;0;1;12;0;1;1;4;0;0;0;0;16;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1065;1;7;0;0;0;10;3;0;6;1;0;12;0;0;2;1528;0;6;0;11;0;0;0;0;1;0;0;1455;0;1;0;0;2;0;26;1;0;987;0;0;0;1;2;0;0
557;547;23;4;4;244;12;7;8;7;413;0;467;2;5;0;1;402;0;4;6;421;12;1;2;2;1;3;506;585;0;419;11;1;5;2;33;0;1;5;12;10;6;7;11;1;7;6;4;3;20;1;1;8;6;0;23;2;0;2;7;0;12;1;8;2;502;0;0;10;0;1;13;1;0;0;0;12;0;10;6;2;7;490;0;0;1;19;0;1
10;9;15;2;583;62;11;7;23;0;16;13;3;0;24;6;15;10;1;2;3;6;555;24;0;0;15;0;7;22;2;23;1;550;7;0;24;2;576;1;642;4;3;5;15;0;836;0;4;0;12;0;2;16;0;8;39;3;2;3;7;1;1;37;517;4;4;0;0;4;5;5;1;2;41;2;0;1;24;44;90;1;3;4;206;680;4;43;176;0
0;1;13;0;0;131;1;2;2;1;0;233;1;0;0;0;2;0;1;0;8;2;0;0;428;491;308;0;0;0;0;4;0;0;3;350;0;5;0;0;0;2;4;0;7;8;0;0;443;0;90;785;572;0;1;43;0;1;0;10;7;0;12;0;2;52;11;8;0;2;0;24;15;98;0;0;596;355;0;2;1;1;16;1;2;0;81;2;1;600
0;0;4;1;10;128;0;4;16;13;0;14;0;0;24;538;648;0;6;0;24;1;82;602;5;2;3;1;0;5;3;1;5;3;7;4;8;6;7;0;13;6;3;0;4;2;71;0;20;2;7;0;3;9;0;1;6;0;5;16;5;0;19;690;68;9;0;0;0;2;572;9;4;2;500;5;1;2;636;7;36;5;5;0;219;4;0;0;278;0
0;0;11;8;0;106;0;14;0;13;0;0;3;1;8;5;8;0;844;0;676;0;1;8;3;2;0;6;0;0;1;0;4;0;19;1;0;643;0;1;0;11;494;0;0;820;0;1;0;9;0;1;0;0;0;0;1;0;0;805;3;0;730;4;0;0;0;560;3;0;3;0;5;0;16;8;0;1;20;1;4;16;5;3;5;0;0;0;2;1
0;0;37;0;0;97;0;0;0;1;18;92;0;0;0;0;7;6;0;1050;0;31;0;0;4;35;99;0;2;4;0;1;0;0;1;2;1;0;0;0;0;0;0;922;7;0;0;1;24;0;541;13;8;0;830;46;0;727;568;0;19;0;0;0;5;28;3;0;0;21;1;15;22;111;0;0;4;15;0;3;5;5;27;0;1;0;76;724;0;5
2;0;13;3;10;80;548;2;516;2;9;10;2;1;509;17;30;2;0;0;5;3;25;26;5;13;10;1;1;4;2;6;1;19;4;4;487;4;15;1;18;4;0;0;13;1;26;1;7;0;26;6;2;592;4;21;817;1;0;5;11;3;7;12;195;6;0;1;0;421;23;10;17;28;23;7;0;0;60;571;269;1;9;3;108;26;5;2;94;3
0;0;4;2;4;63;1;2;0;1;3;655;0;0;1;2;2;0;0;12;1;2;1;6;111;75;612;1;1;0;0;4;2;7;2;18;2;0;3;1;0;0;0;16;3;1;22;1;328;2;329;17;152;1;36;756;2;21;13;1;11;3;0;0;35;607;1;1;1;12;3;395;3;593;2;2;35;27;3;10;12;7;5;0;15;16;789;20;4;35
