0.000000;0.364354;0.000000;2748.052833;0.000494;0.000000;2243.151860;0.685768;37.791753;1.416275;20.583283;724.209599;146.323091;0.420689
2372.201612;20.697446;2244.020967;0.000284;0.000012;1454.712952;0.119313;9.098264;0.067944;0.000063;1.299554;216.477635;423.097984;0.205969
1.022852;15.136746;0.759668;3.654685;2.344883;1.015151;19.950988;8.102570;50.867509;5.928733;4.177526;4816.472466;1025.545615;3.020607
1.255057;36.619442;0.142249;0.307543;1.185285;0.000000;2.708450;4.706957;1969.970953;4.851718;2.360617;2309.088914;1783.562341;14.240474
2.425218;664.951581;2.828122;1.515453;0.038015;1.280243;0.187845;460.887131;4.019265;1869.369918;5.940677;939.802415;546.241115;1342.513004
0.000000;8.195704;0.000000;4.758180;0.004291;0.000030;7.831413;6.680504;1165.327428;28.931112;11.182583;1718.873984;2417.293440;51.921331
1.005279;2.231719;3.186918;14.356644;0.000026;0.095385;23.735047;0.162920;14.979717;9.856583;2641.623311;2644.194530;560.977451;1.594470
6.232234;1269.256728;5.378648;6.659154;1763.264038;3.988441;1.093691;1597.174741;4.090153;173.978769;0.006065;498.815595;301.797224;633.264520
4.674421;32.455612;2.192765;0.485677;0.026051;1.090212;2.238993;45.801843;416.950351;16.371528;0.514761;2887.780873;2409.769180;30.647734
4.897080;1432.768767;0.000782;3.310124;14.280568;0.005366;1.919794;793.953659;34.727561;1332.087066;0.006824;487.554162;290.486240;1553.002007
