0.000000;0.000124;0.000000;667.818300;0.000002;0.000000;1086.104487;0.249915;0.033135;0.089340;3.791139;1.518981;0.000000;0.000000;1.277197;0.000000;0.017874;0.000145;0.002491;10.695416;0.002602;50.311810;0.406910;15.164768;0.025957;1014.436506;657.935028;0.841229;4.440401;2.212591;0.066143;0.633955;0.173695;0.150964;12.419712;8.118407;0.002448;5.775589;923.397290;0.000182;4.430007;0.000000;21.813125;856.105701;3.483688;83.080825;3.282662;468.001159;0.000316;1.267761;1.529669;0.000000;6.402781;1.923382;2.370043;1.032119;0.162030
1094.550938;0.775688;931.400198;0.000000;0.000012;1243.399978;0.001848;0.000002;0.000094;4.982276;0.255485;17.308231;825.762376;0.900720;0.050322;924.822627;0.000018;0.000124;4.425866;1.582171;0.776957;0.000057;0.001797;334.156528;0.015909;0.000004;0.000044;0.040830;0.142242;3.157653;0.000004;0.689351;2.679823;2.779076;0.000011;10.595445;0.000001;0.107218;0.000879;0.003768;0.127886;589.416056;0.000037;0.000000;2.932476;0.291494;4.071162;79.343453;0.000000;11.143990;0.000008;618.811072;26.034150;3.137219;0.215683;1.108741;0.000000
0.000000;4.078513;0.000000;0.002162;0.252306;0.002340;0.875095;0.280454;2.844306;0.902921;4.631895;1037.851508;0.000022;5.120437;0.546506;0.002385;2.494822;2.478688;1.604022;2.144483;3.609826;968.289262;0.248839;245.610122;0.068834;4.257597;0.334489;0.215996;0.820109;2.002786;2.138025;8.901447;998.228106;6.705481;0.243224;857.569654;0.999254;1.976978;1.821936;5.582268;1.007771;0.607143;0.671907;0.003959;4.104935;6.792566;1005.413061;577.621629;0.788697;17.705160;4.611377;0.000241;57.757591;29.743072;63.866295;10.510728;1.056771
0.000000;2.265148;0.000000;0.002912;0.073219;0.000000;0.261678;1.577717;789.307625;0.576343;0.432764;21.118407;1.909593;12.604733;9.907752;0.000000;722.870719;2.222553;0.161947;0.372403;4.883362;25.985416;703.919828;266.266286;10.476350;0.110713;0.008315;26.815898;5.839433;15.848666;4.269306;13.431489;10.241562;589.669921;0.681333;13.188413;1.116046;42.641547;1.124246;4.804928;1.245940;0.000000;200.917032;0.000010;638.002424;71.080315;11.774430;361.157828;0.008737;5.840175;1.780284;0.000000;130.906559;523.153839;30.108546;848.011792;0.023516
0.000890;0.225554;0.101847;0.000303;0.014735;0.037056;0.000749;31.914771;0.000825;216.370843;5.716886;0.006050;0.000009;1.333879;1.450794;0.000643;0.000008;0.611127;1114.716120;9.294223;0.003661;2.052729;0.000001;188.689053;391.083533;0.000963;1.182258;0.057006;3.277864;563.265433;127.179728;0.006943;0.623626;0.000504;5.714233;20.926115;29.177110;0.038712;0.135893;0.081142;8.083224;0.000006;1.185980;0.000163;0.342480;2.735022;0.078118;369.094273;747.101328;321.212354;778.749953;0.425128;9.485519;3.269803;2.561329;0.002463;882.379042
0.000000;0.062908;0.000000;1.606339;0.000600;0.000000;0.675731;0.243072;10.791669;0.833939;3.048054;0.869815;0.000000;0.000022;745.430262;0.000000;16.660687;0.931334;1.071159;9.045980;1.669233;1.305010;11.728222;181.552030;14.434564;1.570621;2.954444;1034.345088;680.319812;9.962569;0.839600;14.721557;0.036677;13.411102;0.173988;4.883779;0.501460;679.028130;4.457747;0.631212;1.427465;0.000002;607.008009;0.197184;68.398456;597.557730;0.237628;287.826585;0.009083;2.288655;17.067313;0.000000;3.532611;252.787985;56.753555;75.384429;0.724895
0.000000;0.000003;0.000168;2.754189;0.000000;0.817782;2.826969;0.000636;0.000623;0.002761;1345.810729;1.787378;0.000000;0.000007;24.955696;0.000000;0.025389;0.001108;0.509021;1108.295305;0.000204;1.611089;0.082971;205.666863;0.087801;1.937536;10.761590;21.505786;3.711931;0.468037;0.001419;1.503600;0.009350;1.014847;1032.268126;13.790547;0.000005;16.258062;8.367730;0.000528;1411.479217;0.050681;5.688959;0.192486;0.016891;182.212965;0.530522;496.175308;0.993881;0.818719;6.194876;1.791120;0.218058;1.390822;1.167301;0.142838;2.099570
1.006401;772.751322;0.015227;0.003754;1044.265824;2.495736;0.154119;848.485321;0.060234;186.880341;0.000105;1.869838;0.000000;875.946409;0.609475;0.004778;0.000039;887.566214;17.845525;0.000457;0.131760;4.406101;0.033942;190.289205;78.857057;0.004101;7.642846;0.008322;0.252124;141.260061;94.190778;0.177821;1.658736;0.104928;0.001087;20.013354;69.639990;0.030714;0.413841;0.075454;0.004080;3.952470;3.651224;0.406875;0.399227;0.532916;5.687331;360.193620;8.984824;495.645427;78.233118;2.090887;15.106871;3.080212;2.413162;0.001944;35.462467
0.000000;0.905254;0.000000;1.049708;0.000948;1.077199;0.025113;5.842697;21.207542;11.671431;0.320246;4.934574;0.481093;0.985415;32.263165;0.000049;16.245953;0.003174;8.280271;1.580416;719.876529;18.592041;3.037133;256.523458;7.244530;0.148769;0.006686;16.615209;34.283563;11.093835;1.430106;809.591321;1.076665;20.471879;0.865894;3.589801;3.960495;7.760623;4.195482;720.796745;1.580679;0.545382;167.856190;0.000000;121.540960;167.352565;1.928229;459.481443;0.257721;37.240772;6.552169;3.834194;1029.520360;253.659218;832.903326;12.472008;6.239774
0.898531;24.530596;0.000054;0.187209;8.552766;0.000000;0.970222;202.335895;10.190459;884.067974;0.005602;0.009181;0.221963;9.185141;5.806905;0.000000;1.977471;15.564188;42.054010;0.000293;1.198913;2.747907;2.606307;82.510707;699.936305;1.078019;2.693062;9.204870;0.324869;829.948664;811.068539;2.193452;0.655349;11.040735;0.144981;13.771818;918.419522;1.171127;0.490718;0.700063;0.433058;0.000114;6.005752;0.039106;25.456148;6.543573;0.572428;250.596570;30.914793;388.274779;474.820770;0.993438;6.392764;25.699078;11.054721;4.523393;118.215125
