0.000000;0.721455;0.000000;3790.926200;220.099960;0.123634;1870.780295;40.348455
2832.749695;19.482204;2808.529544;0.017529;65.788533;0.836532;83.434648;931.161316
1.536026;11.339138;2.810598;11.390449;679.151686;32.209333;4322.787080;896.775691
1.850388;42.658238;0.040126;1.806511;2278.629263;66.162318;3311.137246;428.715909
3.005785;605.878339;5.887121;1.170258;2540.711502;1.136061;1480.523016;1203.687918
0.000000;16.853288;0.025076;11.397552;1077.507723;15.094296;2924.220890;1375.901174
2.110780;0.359024;2.587705;19.892609;236.210170;0.183087;3858.423793;1798.232832
12.998978;1972.041974;7.128207;3.670219;2064.965247;0.557085;675.412145;1528.226145
6.709707;41.699818;6.433868;1.727554;782.485072;2697.079552;1610.132568;704.731862
7.538016;1590.375470;0.046650;5.966245;2563.849257;1.769208;974.371145;805.084008
