843;32828;197;9618;3723;16777;2565;4526;9410;258;7477;767;17332;11267;16406;9361;9325;15281;2945;1441
218;304;27;52;20;13;100;133;2;123;28;28;5;2;19;4;1;23;23;471
2995;21864;781;4517;5170;5603;5137;4605;6990;1840;6423;3087;5266;6747;6021;5248;8034;7468;4276;2714
1783;16624;371;3878;3938;4581;3495;2655;5854;856;5011;1685;4646;5501;5274;2976;7095;6354;2996;1703
1727;11856;701;1245;2995;1509;2925;2200;4788;1244;3300;1751;2433;3528;3503;2206;6306;4038;2650;1339
1134;12888;135;3910;2321;4695;2097;2642;5141;472;2804;709;4334;4748;4616;2094;4829;5329;1529;1235
1819;8380;428;735;2980;711;2088;1546;3376;1318;2992;1448;1271;1909;2110;1097;4084;2838;1883;982
1819;7516;370;570;2517;891;1753;1223;3297;932;2296;1132;1266;2151;1554;1413;3910;2230;1755;864
990;5564;91;719;1513;1238;1304;1053;2338;275;1422;601;1432;2080;1565;1636;2008;1810;978;594
1354;13140;26;2398;2413;4810;1778;2025;5331;229;3336;641;4612;5144;5045;4182;4792;4860;1894;975
