1342;32828;74;70;3398;1286;480;847;3415;111;5138;2411;3138;580;5008;122;399;1809;2604;5948;2959;5122;775;220;3073;3349;3826;152;2078;1074;3401;159;2328;225;5643;454;1837;2588;5252;216;4969;5276;3655;2298;195;6458;333;1109;1712;4142;4917;3444;4313;2896;3930;1403;405;37;3009;2107
12;304;0;95;0;75;62;69;8;11;4;0;30;6;9;9;13;1;1;9;1;4;18;38;1;6;0;5;2;23;0;173;12;30;2;11;2;0;5;3;2;3;0;3;353;0;87;2;0;12;0;2;2;10;13;6;8;23;16;0
1870;21864;80;769;1923;851;1405;1478;969;524;1996;2248;1382;1632;1577;661;1556;1830;2158;1645;2631;2013;1849;1051;1337;2105;1488;682;2251;1674;1409;811;2384;1118;1715;1420;957;2402;1636;906;1559;1743;1861;2591;713;1941;1035;1422;1736;1868;2136;2336;1782;1486;2193;2018;1719;384;1652;2354
1526;16624;72;328;1064;882;782;793;960;288;1832;1255;884;1152;1686;265;970;1571;1683;1233;2285;1281;1312;513;822;2074;1368;344;1735;1176;1351;455;1735;650;1432;1113;309;1785;1290;511;1464;1099;1881;2092;404;1984;530;1078;1197;1689;1912;1961;1747;1199;1678;1515;1053;166;1270;1966
1204;11856;174;391;924;372;706;678;141;401;1257;1002;327;901;1085;542;699;1546;1069;396;2059;724;1019;662;203;1778;827;368;1366;1284;527;451;1587;522;653;878;235;1583;654;664;386;470;1530;1723;353;898;500;623;1028;984;1068;1213;1095;844;1294;1025;825;272;750;1648
834;12888;27;223;703;945;855;932;973;149;1588;701;1195;358;1604;81;422;984;1094;1229;1763;1039;560;315;1058;1487;1339;146;1178;863;1411;358;1325;491;1231;411;315;1645;1150;181;1393;1271;1316;1206;374;1979;532;621;960;1414;1487;1526;1895;908;1440;820;336;71;876;1186
1064;8380;43;447;396;206;400;560;99;262;700;643;218;675;618;418;737;917;682;233;1319;433;791;518;120;1304;385;366;1170;811;223;435;1349;363;453;1071;126;1203;337;761;148;165;781;1520;242;475;448;339;683;734;643;735;502;472;869;1146;840;219;497;1301
973;7516;53;316;511;163;440;415;62;252;526;564;164;629;630;263;644;921;545;205;1234;323;670;511;144;1049;673;196;911;716;366;392;802;268;277;1041;340;1184;352;657;241;291;933;1104;222;564;393;359;716;497;584;710;513;471;600;870;600;195;459;1239
594;5564;17;79;560;181;356;353;135;136;464;527;219;309;495;79;406;448;529;301;614;505;467;273;115;717;544;79;655;468;381;228;560;234;415;420;451;779;390;238;349;326;584;594;124;638;258;364;606;386;540;634;652;418;626;488;315;42;405;577
931;13140;5;52;1436;249;299;692;625;56;1492;1237;662;525;1574;25;486;1015;1309;1230;1573;1764;684;295;730;1679;1426;91;1387;823;1198;285;1245;157;1346;539;1129;1694;1246;284;1425;1590;1381;1269;147;1870;504;745;1391;1176;1573;1522;1523;1108;1303;949;401;8;1144;1341
