4023;32828;99;3231;134;6664;726;651;6633;231;71;3998;1104;1800;6589;10005;1608;272;4937;562;3763;5550;4233;394;302;5702;3271;4391;3074;1015;6761;9189;4968;9800;7476;3982;2973;1674;7374;289
0;304;8;42;119;11;51;116;3;11;31;5;16;60;4;6;11;16;12;357;25;2;1;11;207;1;49;0;0;5;4;1;4;10;19;17;1;11;1;44
3614;21864;225;1565;1029;1922;2320;1658;3194;788;760;2216;2351;2317;2420;3130;2710;1510;3624;1250;2381;3874;3043;1490;1245;3939;2744;2760;2742;2173;2170;2640;4238;3227;2480;2744;3357;2743;2999;1330
2900;16624;141;1545;460;1752;1388;866;2866;468;274;839;1970;1469;1586;2846;1906;786;3055;829;1873;3270;2384;956;723;3753;1714;2101;2141;1503;1807;2086;3439;2706;1935;2099;2642;1891;3033;650
2371;11856;286;459;560;335;1075;820;1530;723;511;643;1518;1271;692;1327;1409;705;2415;665;1905;2387;1929;988;670;3234;1173;1875;1185;1201;872;820;2832;1590;679;1227;2221;1464;2074;747
1561;12888;50;1629;337;1809;923;954;2844;168;109;769;867;1271;1895;2577;836;343;2164;616;1694;2678;2275;319;533;2823;1633;1333;1487;562;1480;2144;2447;2363;1918;1310;1834;1065;2746;408
1549;8380;104;265;699;176;734;664;759;487;457;320;1571;763;251;959;1466;650;1835;428;1077;1612;1221;1097;662;1914;788;870;707;910;518;340;2361;868;393;1063;1907;1363;1186;621
1452;7516;125;189;497;199;623;566;840;385;311;536;1343;733;525;623;1034;402;1307;404;774;1519;1287;1047;607;1883;584;1112;708;851;494;455;1633;787;351;928;1748;1260;1226;595
864;5564;38;230;125;360;514;426;930;154;75;780;713;596;466;718;588;206;1132;264;543;1070;1089;438;361;955;542;838;748;427;514;660;1063;962;485;680;976;759;1015;343
2155;13140;7;621;158;1718;579;712;2491;99;25;2096;1129;743;1806;2370;1022;217;2412;369;1665;2584;2650;450;490;2394;1261;1835;1791;806;1761;2428;2389;3120;1614;1622;2017;1173;2744;322
