450;32828;134;982;7063;5163;2854;5835;279;2590;9387;179;5736;672;4721;1238;9198;4649;7486;2361;13109;8507;12803;3061;5167;1772;8064;11187;4447;425
449;304;19;17;3;100;76;8;168;30;12;49;10;88;0;10;16;8;1;21;8;11;13;94;0;56;0;3;3;19
1702;21864;440;2792;4175;2174;3072;3923;1628;2611;3988;1285;5048;2226;3858;2735;2826;3940;3583;3700;3717;4690;4209;3045;5128;3634;4916;3651;2267;1959
979;16624;229;2022;3407;2065;1974;3337;857;1878;3646;532;4189;1305;2946;1790;2271;2706;3090;2734;3221;4045;3686;1803;4500;2346;4344;2797;917;1036
827;11856;450;1637;2952;560;1661;2352;991;1165;2715;898;3458;1165;2494;1470;596;1863;1381;2216;1320;2494;1898;1315;3950;2000;3261;1322;672;1305
836;12888;85;768;2192;2278;1687;2354;621;1099;3248;211;2862;809;2679;712;2351;1596;2974;1586;2993;3442;3106;1819;2914;1413;3900;3004;802;433
754;8380;219;1833;1471;342;1079;1918;1050;688;1628;877;3021;903;1577;1153;265;1436;675;1994;830;1564;1065;963;2754;1488;2176;556;338;998
628;7516;218;1636;1695;227;937;1822;959;695;1207;621;2028;818;1650;1057;353;1118;801;1739;639;1291;1031;736;2555;1183;2185;832;552;730
345;5564;60;695;1203;316;804;1228;437;606;941;160;1305;550;1341;522;567;899;922;1186;827;1316;1113;631;1247;876;1455;925;807;363
542;13140;15;931;2869;982;1133;2782;596;1292;2996;55;2766;721;3124;953;2460;2148;2731;1778;2891;3275;3756;1461;2963;1342;3544;3127;2289;323
