3536;32828;93;439;2130;2139;1440;197;2623;1283;4622;7187;5304;2221;5094;344;2995;179;699;5072;6577;3299;282;2335;177;1979;3201;4963;3060;786;826;1125;4752;3132;2990;5427;231;2547;3393;275;5103;5193;2372;125;8553;6535;6291;537;5793;63
1;304;5;11;4;53;51;31;9;15;2;9;7;0;2;12;13;8;4;13;2;0;3;0;215;66;1;4;6;25;84;20;4;17;1;1;379;3;14;14;9;1;0;74;0;5;11;51;0;32
2905;21864;205;1478;2000;1208;1788;1182;1998;1828;2963;2518;2102;1248;1963;1779;1892;556;1991;2106;1920;3096;1201;2914;948;1793;2143;1966;2594;2003;1735;2238;1717;2942;2488;2138;781;2737;2269;1069;1463;2800;1996;1005;2234;2484;1933;1504;2408;693
2260;16624;135;1004;1415;1216;949;632;1572;1267;2524;2153;1839;392;2186;1062;1232;350;1479;1820;1406;2200;614;2285;424;1065;1685;1178;2119;1403;1062;1572;1357;2180;2399;2003;442;2254;2258;702;1421;2396;1583;466;1911;1572;1572;943;2453;240
1766;11856;267;724;1433;446;845;644;1070;1000;1973;1009;1183;310;1562;709;819;522;1033;1297;605;1760;747;2086;436;682;1299;425;1471;1198;905;1430;731;1860;2219;871;382;1741;1776;780;252;1493;828;615;763;1030;407;829;1694;461
1977;12888;45;439;764;1201;1082;317;985;657;2167;1951;1688;379;1793;387;818;150;645;1664;1529;1109;178;1657;543;1336;1586;1466;1331;622;842;880;1138;1541;1562;2209;429;1419;1478;275;1402;1731;1192;287;1847;1285;1556;804;2337;94
1192;8380;85;860;830;243;535;481;846;747;1345;633;733;155;903;641;525;288;1330;803;193;1070;714;1721;381;498;754;187;964;984;752;1198;395;1513;1200;365;272;1590;1422;855;158;933;443;750;510;545;185;503;956;429
1189;7516;113;784;905;174;539;436;810;647;1236;504;537;374;944;416;432;244;930;508;319;1139;506;1581;318;355;911;338;771;860;632;1007;461;969;1266;494;263;1390;1024;947;122;792;471;507;385;453;259;428;961;292
873;5564;35;419;525;207;438;266;565;505;709;543;610;512;642;244;439;111;400;464;484;789;207;833;180;307;794;288;716;542;458;631;432;727;596;676;131;816;647;481;237;644;550;127;534;673;363;351;862;64
2059;13140;7;586;1138;441;508;146;1361;889;1963;1726;1708;1312;1806;337;1228;40;536;1557;1829;1797;280;1691;327;695;1840;1297;1704;815;834;965;1391;1515;1384;1850;154;1498;1500;464;1070;1841;1362;88;1858;2263;1564;372;2227;22
