434;21892;20;573;3562;52;2451;4782;0;917;85;2445;3689;1483;1972;3891;3817;1301;3794;4938;3812;2265;1858;2313;3649;3012;3192;3527;3349;3062;184;2489;3050;1818;0;2861;3814;3030;2204;3346
95;336;7;2;29;25;17;36;0;56;28;53;25;13;74;16;39;66;10;52;52;26;63;95;51;18;22;30;58;33;35;45;34;7;0;51;50;28;58;29
1067;11900;4267;289;1494;4239;860;1343;0;992;3467;2055;972;183;773;608;1221;209;379;1591;1098;988;698;965;2211;992;164;609;2061;1774;3671;864;1779;503;0;2251;1216;1012;350;1360
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1078;4852;52;57;588;235;504;598;0;590;339;675;439;254;375;539;584;1060;82;757;845;606;391;463;1018;432;210;438;663;587;514;1016;533;204;0;1115;621;1000;633;526
1361;4780;46;38;432;69;241;456;0;658;309;841;380;574;242;356;534;842;507;970;500;313;371;458;763;231;775;604;723;568;270;1430;526;213;2;970;446;1206;739;351
607;4152;28;78;396;149;348;647;6;458;75;683;341;828;225;218;456;454;1035;720;494;326;357;352;757;338;1680;334;684;632;102;736;521;212;18;604;480;451;317;499
2710;7496;268;39;459;327;350;633;0;1924;1253;662;620;1401;210;466;975;904;2985;1279;514;307;281;340;782;253;3153;875;932;529;621;925;739;348;0;814;508;1295;690;487
