7800;21892;0;2459;2535;8161;5800;0;4894;6664;5373;7278;7321;4546;484;7617;9082;5900;6747;380
130;336;0;17;91;122;99;0;92;50;114;117;58;81;31;63;104;105;83;71
4563;11900;0;1105;557;4891;1926;0;1851;2902;1159;3640;1424;1123;9633;2296;3912;2160;1423;6010
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1528;4852;0;519;814;2597;1042;0;854;1013;1563;1974;914;2277;558;1120;1577;941;681;649
1833;4780;2;262;1381;2139;857;0;556;885;1966;1672;1149;2119;424;696;1228;850;1969;327
1633;4152;20;368;1535;1338;869;6;548;885;967;1443;759;881;173;785;1382;895;2852;307
1979;7496;0;361;3047;2315;911;0;582;1157;1592;1295;1872;2509;1849;878;1885;728;7668;1230
