4381;7134;288;425;10125;777;1061;115;2052;3852;2901;354;1030;94792;449;8823;173;202;1358;1373;1429;6562;4413;517;809;4870;534;489;1541;718;4045;3379;8485;2160;2700;605;123;512;2932;8496;7073;20058;2944;324;446;8407;223;22731;444;9641;5334;2200;572;207;1530;134;15009;1048;248;13177;11521;446;8045;276;1347;3936;5881;6690;4914;166;122;1927;372;4792;562;915;3191;42;2245;654;23331;3596;61445;516;1924;1040;6177;4789;5829;588;7006;111;461;45552;266;1726;32111;8089;118;11618;271;1345;2943;3967;5087;25599;3955;885;3502;2305;20850;6003;7110;1333;1482;7375;2467;6832;37542;6994;2893;10082;7486;411;767;984;408;6443;1904;94
0;8;0;44;3;1;0;0;39;5;0;0;0;4;0;7;0;9;25;0;2;2;27;16;4;6;0;336;0;0;7;12;8;22;0;0;0;0;0;20;83;0;1;0;0;3;0;17;32;16;84;0;0;0;0;0;2;0;9;6;1;1;14;0;0;11;61;42;15;0;0;0;0;28;0;3;107;329;150;0;0;0;5;6;0;5;0;250;178;1;0;0;0;12;0;0;0;6;0;16;0;0;147;107;2;2;17;0;4;32;27;0;0;0;0;20;3;61;15;12;0;81;30;0;0;0;352;0;0;1
107;2;4;15;3076;19;2;8;262;576;0;0;15;3808;3;1666;1;1273;532;48;195;489;399;28;132;917;2;103;1;0;2236;1001;1845;171;54;11;0;63;172;1770;1707;1127;376;4;4;1674;17;2192;127;902;1238;9;0;0;11;0;1135;0;24;2570;535;17;977;0;2;617;1466;211;1205;28;0;3;0;1411;0;232;1656;10;92;0;1669;25;4083;1;12;318;66;7302;4909;0;68;0;5;4070;0;8;1924;1572;0;1900;309;166;874;1330;61;1354;669;6;104;58;1747;329;18;87;22;1657;342;2217;4216;11;50;1756;2499;3;2;0;176;528;306;1573
3;0;0;0;3293;2;0;0;88;291;0;0;3;2883;0;524;0;7;138;1;0;296;129;1;46;853;0;18;0;0;1856;536;1691;206;21;0;0;0;14;1779;810;1045;57;0;1;1627;0;1387;62;637;450;6;0;0;0;0;1560;0;0;2005;577;5;871;0;0;446;732;171;832;0;0;0;0;862;0;26;380;3;27;0;1961;7;3380;0;1;146;30;4035;1419;0;506;0;0;2179;0;0;1670;1461;0;1241;0;28;422;439;208;865;972;0;64;9;1140;453;1;32;8;748;270;822;2793;4;6;987;2002;0;0;0;182;621;168;1800
0;0;0;1;2158;0;10;2;124;430;0;0;0;2872;0;497;1;2;59;4;0;350;94;5;203;607;0;61;0;0;1178;378;1465;271;35;7;0;0;11;1673;568;1445;103;2;2;1252;0;944;48;446;228;1;0;0;0;1;1593;0;7;1428;824;7;673;0;1;316;634;66;749;6;0;1;0;871;0;80;314;4;11;0;1470;8;2545;1;1;93;40;2766;904;0;337;0;0;1169;0;0;1281;1318;0;1382;3;39;225;218;135;877;580;0;217;19;712;140;5;9;0;585;360;558;1694;0;3;671;1101;0;1;0;51;713;187;216
6;2;0;0;1587;5;2;10;31;167;1195;0;0;3086;0;309;16;2;378;9;22;185;123;3;19;598;0;17;0;0;691;337;997;189;35;0;0;6;37;1197;533;786;189;110;0;1113;0;430;36;707;662;0;0;0;0;8;1202;0;3;782;516;0;657;0;0;183;581;47;336;4;0;2;0;585;0;51;84;4;7;0;1116;8;3294;9;36;85;20;1010;601;0;162;0;222;2570;0;83;1229;1141;0;698;0;13;121;192;123;633;406;0;120;6;881;248;14;32;0;358;97;613;1776;94;1;165;1400;0;1;0;31;397;124;1
17;165;0;60;506;8;1;2;41;87;4;0;2;309;1;120;9;8;137;0;26;214;169;57;20;433;0;78;0;0;842;188;144;28;12;3;0;65;36;374;605;178;21;6;0;325;1;1434;90;499;441;2;0;0;0;6;298;0;5;246;256;13;246;0;1;84;556;149;90;2;0;5;0;100;0;55;851;3;378;0;243;0;590;0;7;63;9;3875;1600;1;35;0;4;1160;0;83;282;765;0;226;11;27;226;211;117;343;110;0;41;23;349;59;2;40;6;295;117;187;794;85;27;712;1275;0;4;0;148;203;77;2
8;134;0;5;666;0;0;0;18;42;2;0;0;893;0;56;0;8;120;0;32;47;31;10;32;393;0;1;0;0;728;125;289;32;9;0;0;1;41;388;262;126;22;0;0;775;0;676;23;715;451;3;0;0;0;0;122;0;1;368;99;23;173;0;2;83;239;32;80;0;0;0;0;103;0;11;696;0;3;0;243;3;945;1;38;18;3;2140;1469;0;17;0;0;1434;0;119;377;600;0;163;0;9;17;73;8;210;143;0;33;7;394;30;0;127;7;190;22;131;685;144;24;339;890;0;2;0;223;71;94;0
8;9;0;0;702;2;1;0;14;41;2;0;0;889;0;69;0;10;135;0;19;118;37;4;21;343;0;7;0;0;386;159;270;26;3;0;0;3;40;303;200;187;14;19;0;739;0;373;18;321;578;0;0;0;0;0;169;0;1;450;170;10;84;0;0;95;347;13;56;2;0;0;0;148;0;8;565;0;9;0;193;1;1005;107;13;36;4;1302;1137;0;9;0;12;996;0;101;243;451;0;238;0;22;46;137;0;190;232;0;16;7;699;31;2;172;2;228;22;238;618;175;9;247;586;0;0;0;110;101;101;2
10;0;0;1;1423;4;0;0;50;107;10;0;0;2165;1;323;0;17;259;0;37;334;44;5;26;822;0;13;0;0;864;553;837;511;18;6;0;6;122;885;760;712;37;7;0;1807;0;865;66;912;1163;0;0;0;1;0;549;0;0;1125;536;54;393;0;1;126;824;54;246;0;0;0;0;596;0;22;785;0;56;0;828;1;1810;876;59;132;13;3615;2987;0;28;0;14;1932;0;378;977;1212;0;616;0;91;130;295;15;466;976;0;57;24;1670;170;1;162;4;468;229;873;2041;435;3;360;1480;0;1;0;241;360;182;0
