6573;125;8098;1491;42;377;10221;203;20124;3094;3563;1400;3992;1685;14441;9917;45;472;12393;1835;237;22275;1125;1023;144;23831;97;1011;9588;439;5329;11726;5766;243;389;37908;1774;613;5025;10219;7163;13473;15280;1106;1916;213;544;12475;1062;373;7123;254;3416;359;2803;636;1535;6205;1548;1704;74748;1011;2393;1143;342;8431;3688;6518;3612;1024;117423;41;3744;7112;3491;5226;10525;2304;3712;293;6348;945;842;661;10210;7124;26699;36512;470;532;24361;1060;4664;181;1015;116;8792;51620;2690;2726
1;18;125;3;346;0;96;2;0;153;5;0;11;5;14;8;0;0;29;0;0;52;0;0;0;28;0;12;24;0;24;17;19;0;0;0;9;0;178;63;180;1;13;0;0;0;0;26;19;1;15;0;100;59;1;0;1;31;0;1;10;2;2;1;0;5;11;105;19;0;4;0;4;0;10;269;3;461;0;0;0;259;0;0;109;3;0;16;2;0;2;0;0;0;0;0;9;17;0;1
451;10;1867;4;23;0;1947;21;1472;1554;1;1572;1294;147;4213;1597;0;4;2554;567;18;2500;1;319;8;2461;0;303;3049;0;408;1879;1310;0;0;2365;12;0;1026;555;4763;1191;3647;26;3;1;7;2541;104;6;17;0;592;29;10;2;191;1638;13;9;5701;9;204;160;5;85;565;1986;394;0;4751;0;130;19;2223;7904;681;173;24;5;70;245;0;3;2417;0;1618;4305;25;0;1807;0;136;24;5;1;1662;5093;20;235
564;0;902;1;5;0;1074;0;1274;343;0;1800;11;41;4336;613;0;0;1508;289;0;1418;0;1;0;1476;0;150;2353;0;122;1745;884;0;0;2313;0;0;455;412;1456;1180;2776;4;0;0;3;2374;9;0;7;0;307;0;0;0;35;950;1;2;4022;9;19;0;0;477;363;770;594;0;3822;0;87;1;1475;4246;533;55;7;0;29;157;0;0;1154;0;1134;3162;9;0;2128;0;5;0;0;0;1635;3234;10;7
159;2;705;0;9;0;758;6;1762;259;0;216;12;24;2817;715;0;0;1415;269;0;1028;0;12;2;1036;0;94;1385;0;86;1462;744;0;0;1616;3;0;318;209;845;1320;2217;1;1;1;3;2298;32;3;6;0;135;3;2;0;48;696;0;15;2496;24;53;0;0;300;434;565;509;0;3890;0;253;6;933;2864;636;63;9;1;44;214;0;0;880;0;1418;1912;14;0;1999;0;0;6;0;1;1323;2146;8;7
315;5;619;0;4;0;194;1;978;94;1200;0;31;41;1925;306;0;187;843;215;0;1271;0;1;14;484;0;102;1602;0;126;1423;361;0;0;1448;69;0;167;165;728;929;1498;0;2;34;0;1696;13;1;104;0;767;1;0;0;16;663;0;4;3901;5;90;15;0;191;132;390;396;0;4170;0;142;15;516;1071;359;18;9;141;19;34;0;0;894;4;890;1478;0;0;1489;0;8;7;0;2;1238;2696;2;41
75;173;749;7;3;0;789;3;274;843;4;0;21;50;615;147;0;3;340;98;2;570;0;16;3;1705;0;114;1457;0;178;406;132;0;0;332;89;0;219;249;1592;356;241;5;0;8;0;630;39;2;82;0;306;89;7;0;33;408;0;2;1057;20;16;83;0;121;163;308;47;1;422;0;45;3;687;3893;341;432;0;6;9;105;0;2;696;1;338;686;15;2;343;0;20;4;0;6;878;1294;4;32
43;135;242;6;1;0;389;0;135;708;2;0;31;141;1014;57;0;0;281;141;0;774;0;3;0;779;0;20;1061;0;32;608;117;0;0;392;124;0;36;68;1503;122;446;1;0;0;0;600;0;0;157;0;336;10;15;0;10;305;0;2;1478;7;10;8;0;10;39;146;62;2;1182;0;36;0;596;2249;85;6;4;0;3;160;0;0;586;0;168;624;26;0;257;0;8;0;0;0;714;1271;5;53
46;4;338;3;0;0;292;0;259;543;99;1;14;178;1177;66;0;15;317;117;0;905;0;0;0;429;0;41;660;0;42;406;131;0;0;314;104;0;70;29;1238;180;540;0;0;5;0;451;8;1;176;0;438;0;3;0;25;349;0;0;1299;14;2;6;0;0;37;225;85;0;1139;0;16;2;366;1404;210;12;1;18;4;73;0;0;277;16;187;793;12;0;227;0;10;2;0;0;596;936;1;54
253;0;966;7;0;0;395;0;879;765;884;0;68;181;2527;242;0;20;917;284;0;2071;0;8;0;963;0;163;1732;0;38;1331;276;0;0;1266;398;0;169;151;3122;546;1625;2;0;2;0;1377;8;0;434;0;790;2;2;0;118;1032;1;1;2221;6;18;17;0;18;298;557;910;1;2766;0;65;1;829;3928;564;69;1;5;16;139;0;1;1019;0;629;2449;56;0;904;0;14;0;0;0;1429;2309;5;102
